Person	Duration
4970	353.0
4971	732.0
3640	488.0
4969	522.0
2306	1190.0
3638	755.0
2305	223.0
3639	406.0
2304	884.0
2303	878.0
2302	1425.0
2301	623.0
2300	467.0
4961	470.0
3630	302.0
4962	1259.0
3631	769.0
4963	378.0
3632	386.0
4964	622.0
3633	814.0
4965	532.0
3634	769.0
4966	508.0
3635	182.0
2309	679.0
2308	566.0
4967	516.0
3636	463.0
2307	544.0
4968	1408.0
3637	442.0
4980	528.0
4981	109.0
3650	325.0
3651	241.0
4982	349.0
2320	227.0
2317	702.0
0	164.0
3649	466.0
2316	626.0
1	177.0
2	1411.0
2315	1012.0
2314	357.0
3	1043.0
4	418.0
2313	555.0
5	744.0
2312	392.0
6	714.0
2311	546.0
2310	994.0
7	1290.0
4972	1736.0
3641	1122.0
8	1170.0
4973	135.0
3642	655.0
9	1083.0
3643	462.0
4974	195.0
4975	580.0
3644	799.0
3645	623.0
4976	599.0
3646	874.0
4977	597.0
2319	194.0
3647	1017.0
4978	658.0
4979	288.0
2318	194.0
3648	141.0
4990	478.0
3660	711.0
4991	660.0
3661	1041.0
4992	458.0
4993	582.0
3662	798.0
2331	1009.0
1000	1429.0
2330	474.0
2328	190.0
2327	947.0
2326	535.0
2325	322.0
2324	983.0
2323	1049.0
2322	222.0
2321	544.0
4983	1476.0
3652	520.0
4984	499.0
3653	704.0
3654	187.0
4985	329.0
4986	1175.0
3655	283.0
4987	1661.0
3656	631.0
4988	1025.0
3657	709.0
4989	360.0
3658	127.0
3659	724.0
2329	633.0
3670	1043.0
3671	1203.0
3672	298.0
3673	608.0
2342	488.0
1011	496.0
1010	681.0
2341	666.0
2340	676.0
2339	785.0
1008	523.0
2338	1454.0
1007	954.0
1006	88.0
2337	1495.0
1005	608.0
2336	683.0
1004	382.0
2335	319.0
2334	886.0
1003	1056.0
2333	1255.0
1002	712.0
1001	501.0
2332	876.0
4994	564.0
3663	1077.0
3664	723.0
4995	997.0
4996	709.0
3665	972.0
4997	1106.0
3666	1873.0
4998	900.0
3667	770.0
3668	1104.0
4999	428.0
3669	336.0
1009	1628.0
3680	191.0
3681	405.0
3682	968.0
3683	453.0
3684	618.0
1022	503.0
2353	700.0
1021	834.0
2352	722.0
2351	550.0
1020	1392.0
2350	240.0
1019	1163.0
1018	592.0
2349	524.0
2348	703.0
1017	534.0
2347	364.0
1016	2057.0
2346	523.0
1015	743.0
1014	864.0
2345	941.0
2344	559.0
1013	609.0
1012	834.0
2343	1609.0
3674	1187.0
3675	678.0
3676	402.0
3677	818.0
3678	299.0
3679	243.0
3690	993.0
3691	799.0
3692	837.0
3693	554.0
3694	461.0
3695	1577.0
2364	479.0
1033	440.0
1032	199.0
2363	448.0
1031	370.0
2362	871.0
1030	681.0
2361	659.0
2360	866.0
1029	530.0
1028	591.0
2359	701.0
1027	207.0
2358	484.0
2357	301.0
1026	250.0
1025	739.0
2356	417.0
2355	1264.0
1024	1206.0
2354	679.0
1023	631.0
3685	1150.0
3686	1097.0
3687	465.0
3688	853.0
3689	763.0
2375	695.0
1044	191.0
1043	948.0
2374	772.0
2373	477.0
1042	416.0
2372	272.0
1041	176.0
2371	1063.0
1040	401.0
2370	472.0
1039	437.0
1038	858.0
2369	519.0
1037	1212.0
2368	732.0
1036	614.0
2367	596.0
2366	104.0
1035	598.0
1034	777.0
2365	422.0
3696	1315.0
3697	391.0
3698	741.0
3699	274.0
1055	1108.0
2386	1025.0
1054	345.0
2385	1254.0
2384	1086.0
1053	488.0
1052	434.0
2383	363.0
2382	489.0
1051	1467.0
1050	356.0
2381	1014.0
2380	648.0
1049	498.0
1048	1427.0
2379	934.0
1047	1228.0
2378	664.0
2377	469.0
1046	1053.0
2376	640.0
1045	755.0
1066	725.0
2397	411.0
2396	226.0
1065	995.0
2395	451.0
1064	1280.0
2394	1051.0
1063	71.0
2393	257.0
1062	693.0
1061	464.0
2392	131.0
1060	1269.0
2391	74.0
2390	850.0
1059	366.0
2389	740.0
1058	203.0
2388	1018.0
1057	466.0
1056	478.0
2387	717.0
4100	296.0
4101	817.0
4102	818.0
1077	386.0
1076	387.0
1075	463.0
1074	578.0
1073	329.0
1072	610.0
1071	686.0
1070	612.0
1069	537.0
1068	653.0
2399	939.0
2398	766.0
1067	272.0
1080	449.0
