Person	Distance
4970	5378.905598014277
3640	5320.89105880524
4971	17899.424538322677
2306	7163.488306454667
3638	8569.692427226757
4969	14374.062125054887
2305	8354.168806788559
3639	9328.647547710294
2304	8395.102071558269
2303	3940.0398351352096
2302	6594.6322813290935
2301	15287.31756578211
2300	5438.268580836598
3630	3448.7877091280943
4961	10176.361323953068
3631	5176.083411949563
4962	12518.352849589317
3632	5255.346781962573
4963	679.0781455170995
3633	8219.067920126141
4964	1545.1398432955496
3634	12242.439671482549
4965	2133.277805814205
2309	9512.246890795357
3635	9352.39642707197
4966	8494.3774946599
2308	8607.683354467656
3636	11157.006817457614
4967	8827.762106144912
2307	5550.326734199993
3637	3759.380892713012
4968	4504.448819933905
4980	6411.2282789428145
3650	7753.78022718818
4981	9110.926381322788
3651	6953.048729009053
4982	1414.4280609393363
2320	10800.253539865587
0	1335.4998657282863
2317	6996.347329084359
3649	3452.810934648705
1	7477.913025014899
2316	9365.565908960565
2	3985.6275556442356
2315	1512.2200819231282
2314	2551.4954510342645
3	2957.8852824067344
2313	4907.418890659901
4	8771.571907529751
2312	6692.549083686783
5	9527.326623883806
2311	3738.3940686254964
6	5103.627490444696
2310	6224.465894155013
7	7005.795726760702
3641	11262.44518783806
4972	3729.5664361498875
8	2289.3928690327302
3642	5695.759858163001
4973	11542.09598894943
9	11129.249741257838
3643	5597.673718607526
4974	1565.3168880293842
3644	4573.128668697951
4975	14624.981368416971
3645	8526.800949585158
4976	1610.064038337052
3646	8206.148173153557
4977	4673.973354809144
2319	6008.950763727498
3647	6938.858385247847
4978	24383.89700006606
2318	1256.406357534672
3648	15118.361486767206
4979	8535.555646437828
4990	5674.028075616026
3660	3185.7787555208024
4991	6616.173192769255
3661	8848.176833673522
4992	3851.607582975766
3662	8017.256883707079
4993	1165.28179529539
1000	5347.688100705395
2331	3782.192294866979
2330	6435.86292731962
2328	17242.768662728155
2327	11813.761782255828
2326	1978.0111043198758
2325	3470.956082844889
2324	10360.047750599542
2323	14752.86087459845
2322	17348.916483223984
2321	1914.7655916398553
3652	4620.998024644125
4983	16403.54391924866
3653	5028.322865126271
4984	5606.39568589539
3654	10572.349879474681
4985	10048.185519616962
3655	16668.15534893689
4986	6232.524917061972
3656	1703.2544055218113
4987	3799.309278754422
3657	1815.48202284648
