Person	Duration
4970	381.0
3640	1126.0
4971	250.0
4969	40.0
3638	519.0
2306	293.0
3639	725.0
2305	491.0
2304	212.0
2303	312.0
2302	338.0
2301	778.0
2300	225.0
4961	289.0
3630	381.0
3631	889.0
4962	777.0
4963	105.0
3632	582.0
4964	594.0
3633	259.0
3634	97.0
4965	100.0
2309	530.0
4966	354.0
3635	972.0
2308	176.0
4967	647.0
3636	399.0
4968	841.0
2307	819.0
3637	100.0
4980	251.0
3650	784.0
4981	215.0
3651	907.0
4982	578.0
2320	464.0
3649	225.0
2317	419.0
0	739.0
1	213.0
2316	581.0
2315	427.0
2	121.0
2314	1120.0
3	576.0
2313	340.0
4	216.0
2312	929.0
5	470.0
2311	260.0
6	448.0
7	654.0
2310	400.0
3641	361.0
8	947.0
4972	634.0
4973	828.0
9	329.0
3642	835.0
3643	30.0
4974	463.0
3644	178.0
4975	557.0
4976	103.0
3645	796.0
4977	664.0
3646	923.0
4978	1119.0
3647	970.0
2319	718.0
4979	678.0
2318	389.0
3648	289.0
4990	1024.0
3660	725.0
4991	647.0
4992	536.0
3661	714.0
3662	553.0
4993	557.0
1000	463.0
2331	796.0
2330	536.0
2328	220.0
2327	1107.0
2326	744.0
2325	429.0
2324	679.0
2323	811.0
2322	701.0
2321	448.0
3652	280.0
4983	290.0
3653	492.0
4984	754.0
4985	609.0
3654	664.0
4986	838.0
3655	323.0
4987	842.0
3656	1060.0
3657	1060.0
4988	826.0
4989	200.0
3658	526.0
2329	654.0
3659	139.0
3670	1014.0
3671	445.0
3672	544.0
3673	872.0
2342	393.0
1011	256.0
2341	1101.0
1010	265.0
2340	723.0
1008	1122.0
2339	231.0
2338	196.0
1007	756.0
2337	304.0
1006	77.0
1005	230.0
2336	449.0
1004	686.0
2335	444.0
2334	664.0
1003	413.0
2333	323.0
1002	258.0
1001	1012.0
2332	534.0
4994	594.0
3663	743.0
3664	801.0
4995	676.0
4996	757.0
3665	525.0
4997	429.0
3666	971.0
4998	906.0
3667	720.0
4999	682.0
3668	291.0
3669	706.0
1009	682.0
3680	348.0
3681	251.0
3682	476.0
3683	657.0
3684	900.0
1022	590.0
2353	277.0
2352	302.0
1021	409.0
1020	1041.0
2351	1080.0
2350	431.0
1019	517.0
1018	478.0
2349	791.0
2348	357.0
1017	398.0
1016	615.0
2347	220.0
2346	654.0
1015	533.0
1014	464.0
2345	508.0
1013	347.0
2344	352.0
1012	581.0
2343	613.0
3674	1071.0
3675	809.0
3676	237.0
3677	383.0
3678	598.0
3679	142.0
3690	384.0
3691	375.0
3692	567.0
3693	1007.0
3694	734.0
3695	461.0
2364	528.0
1033	371.0
1032	895.0
2363	819.0
1031	429.0
2362	1111.0
2361	31.0
1030	725.0
2360	468.0
1029	560.0
1028	274.0
2359	291.0
1027	24.0
2358	942.0
2357	352.0
1026	542.0
2356	636.0
1025	283.0
2355	672.0
1024	417.0
1023	413.0
2354	744.0
3685	643.0
3686	654.0
3687	394.0
3688	474.0
3689	241.0
1044	185.0
2375	144.0
2374	70.0
1043	418.0
1042	997.0
2373	128.0
2372	1127.0
1041	1041.0
2371	773.0
1040	750.0
2370	619.0
1039	109.0
2369	225.0
1038	861.0
2368	587.0
1037	621.0
1036	1202.0
2367	507.0
2366	263.0
1035	338.0
1034	431.0
2365	774.0
3696	573.0
3697	698.0
3698	1075.0
3699	508.0
1055	126.0
2386	238.0
1054	894.0
2385	310.0
1053	276.0
2384	917.0
1052	362.0
2383	102.0
1051	875.0
2382	714.0
1050	498.0
2381	1099.0
2380	428.0
1049	473.0
1048	803.0
2379	725.0
2378	299.0
1047	327.0
1046	117.0
2377	190.0
2376	833.0
1045	678.0
1066	416.0
2397	371.0
2396	660.0
1065	271.0
1064	473.0
2395	492.0
2394	939.0
1063	664.0
1062	225.0
2393	903.0
2392	235.0
1061	220.0
2391	807.0
1060	835.0
2390	907.0
1059	554.0
1058	568.0
2389	116.0
1057	626.0
2388	546.0
2387	984.0
1056	742.0
4100	731.0
4101	849.0
4102	915.0
1077	542.0
1076	519.0
1075	1068.0
1074	894.0
1073	721.0
1072	505.0
1071	797.0
1070	865.0
1069	1220.0
1068	570.0
2399	382.0
2398	1090.0
1067	422.0
1080	426.0
4110	454.0
4111	171.0
4112	1075.0
4113	775.0
1088	621.0
1087	336.0
1086	508.0
1085	389.0
1084	961.0
1083	1052.0
1082	553.0
1081	216.0
1079	370.0
1078	668.0
4103	400.0
