Person	Duration
4970	838.0
4971	2704.0
3640	976.0
3638	1229.0
4969	1431.0
2306	1287.0
3639	1091.0
2305	1200.0
2304	1152.0
2303	876.0
2302	1196.0
2301	2677.0
2300	962.0
3630	328.0
4961	1142.0
4962	1967.0
3631	666.0
4963	143.0
3632	883.0
4964	408.0
3633	797.0
3634	2251.0
4965	332.0
3635	1200.0
2309	1540.0
4966	1230.0
4967	2214.0
2308	1196.0
3636	1086.0
3637	791.0
2307	766.0
4968	664.0
4980	736.0
4981	1007.0
3650	1584.0
3651	1350.0
4982	290.0
2320	1054.0
2317	1172.0
0	452.0
3649	408.0
1	1516.0
2316	799.0
2315	363.0
2	995.0
2314	506.0
3	544.0
4	1698.0
2313	728.0
5	775.0
2312	675.0
2311	487.0
6	815.0
7	581.0
2310	893.0
3641	1796.0
8	576.0
4972	342.0
9	1103.0
4973	1204.0
3642	625.0
3643	687.0
4974	420.0
3644	707.0
4975	2893.0
4976	402.0
3645	1394.0
4977	1187.0
3646	1221.0
2319	716.0
3647	1066.0
4978	3632.0
2318	254.0
3648	2267.0
4979	1593.0
4990	678.0
3660	508.0
4991	1152.0
4992	639.0
3661	877.0
4993	335.0
3662	1800.0
2331	688.0
1000	929.0
2330	1124.0
2328	2187.0
2327	2157.0
2326	523.0
2325	511.0
2324	1508.0
2323	1646.0
2322	2801.0
2321	328.0
3652	1028.0
4983	2450.0
3653	989.0
4984	721.0
4985	1867.0
3654	1783.0
4986	993.0
3655	2555.0
4987	660.0
3656	394.0
3657	372.0
4988	617.0
3658	601.0
4989	734.0
2329	2133.0
3659	588.0
3670	1150.0
3671	539.0
3672	541.0
3673	1517.0
1011	813.0
2342	844.0
1010	1972.0
2341	227.0
2340	2194.0
1008	767.0
2339	1472.0
2338	1327.0
1007	285.0
2337	390.0
1006	1217.0
2336	510.0
1005	1172.0
1004	754.0
2335	953.0
2334	571.0
1003	897.0
1002	883.0
2333	814.0
1001	88.0
2332	1628.0
4994	768.0
3663	806.0
3664	714.0
4995	545.0
4996	1239.0
3665	2269.0
4997	3028.0
3666	1838.0
3667	1386.0
4998	1596.0
4999	998.0
3668	1418.0
3669	1519.0
1009	793.0
3680	1288.0
3681	532.0
3682	821.0
3683	561.0
3684	1066.0
1022	4415.0
2353	699.0
2352	396.0
1021	2631.0
2351	181.0
1020	2012.0
2350	167.0
1019	1061.0
2349	1168.0
1018	320.0
2348	847.0
1017	1048.0
1016	2380.0
2347	629.0
2346	277.0
1015	701.0
2345	862.0
1014	1738.0
2344	1316.0
1013	1237.0
2343	747.0
1012	1059.0
3674	815.0
3675	2799.0
3676	127.0
3677	341.0
3678	2679.0
3679	2247.0
3690	1533.0
3691	609.0
3692	271.0
3693	2052.0
3694	489.0
3695	56.0
2364	1192.0
1033	1046.0
1032	2246.0
2363	646.0
2362	589.0
1031	1082.0
1030	587.0
2361	391.0
2360	994.0
1029	2435.0
2359	1597.0
1028	1861.0
1027	1336.0
2358	675.0
2357	1248.0
1026	878.0
1025	1018.0
2356	1260.0
1024	366.0
2355	1144.0
2354	566.0
1023	1450.0
3685	943.0
3686	420.0
3687	444.0
3688	998.0
3689	489.0
2375	824.0
1044	1078.0
2374	802.0
1043	555.0
2373	1006.0
1042	2544.0
2372	1300.0
1041	930.0
2371	398.0
1040	1108.0
2370	2612.0
1039	1203.0
2369	1153.0
1038	1808.0
1037	871.0
2368	864.0
2367	878.0
1036	1583.0
2366	533.0
1035	2030.0
2365	950.0
1034	1024.0
3696	2212.0
3697	885.0
3698	1643.0
3699	761.0
1055	631.0
2386	1965.0
1054	257.0
2385	862.0
1053	452.0
2384	437.0
1052	769.0
2383	1020.0
2382	1141.0
1051	1198.0
2381	449.0
1050	763.0
2380	651.0
1049	649.0
1048	934.0
2379	2753.0
1047	1392.0
2378	437.0
1046	2545.0
2377	1112.0
1045	941.0
2376	450.0
1066	924.0
2397	525.0
1065	375.0
2396	645.0
1064	671.0
2395	1259.0
2394	1090.0
1063	1147.0
2393	608.0
1062	464.0
1061	750.0
2392	852.0
1060	378.0
2391	2090.0
2390	2458.0
1059	2194.0
1058	1961.0
2389	871.0
2388	1139.0
1057	656.0
1056	406.0
2387	920.0
4100	659.0
4101	808.0
4102	686.0
1077	776.0
1076	924.0
1075	732.0
1074	401.0
1073	1162.0
1072	1058.0
1071	2313.0
1070	2070.0
1069	2772.0
1068	904.0
2399	1761.0
1067	2123.0
2398	2976.0
1080	825.0
4110	924.0
4111	1186.0
4112	1083.0
4113	623.0
1088	678.0
1087	1131.0
1086	1114.0
1085	1007.0
1084	830.0
1083	332.0
1082	697.0
1081	878.0
1079	2400.0
1078	921.0
4103	1654.0
4104	1206.0
4105	927.0
4106	831.0
4107	1140.0
4108	830.0
4109	1919.0
1091	774.0
1090	1094.0
4120	869.0
4121	980.0
4122	1537.0
4123	1839.0
4124	702.0
1099	426.0
1098	1170.0
1097	917.0
1096	2133.0
1095	701.0
1094	1045.0
1093	1540.0
1092	2444.0
1089	1418.0
4114	1068.0
4115	997.0
4116	1304.0
4117	433.0
4118	607.0
4119	905.0
4130	843.0
4131	928.0
4132	968.0
4133	2312.0
4134	2445.0
4135	184.0
4125	873.0
4126	660.0
4127	1152.0
4128	683.0
4129	1915.0
4140	1164.0
4141	789.0
4142	798.0
4143	652.0
4144	852.0
4145	1490.0
4146	2203.0
200	840.0
201	585.0
202	2019.0
203	927.0
204	418.0
205	754.0
206	1369.0
4136	1056.0
207	865.0
4137	3641.0
208	550.0
4138	1185.0
4139	1956.0
209	1131.0
4150	2347.0
4151	1314.0
4152	831.0
4153	2485.0
4154	1422.0
4155	273.0
4156	1436.0
4157	1292.0
210	826.0
211	940.0
212	2270.0
213	1392.0
214	1040.0
215	995.0
216	426.0
4147	896.0
217	639.0
4148	1554.0
218	878.0
4149	1637.0
219	444.0
4161	310.0
4162	509.0
4163	914.0
4164	2848.0
4165	1487.0
4166	1135.0
4167	1003.0
4168	1551.0
4160	2848.0
220	165.0
221	870.0
222	1259.0
223	1156.0
224	508.0
225	2462.0
226	629.0
227	2696.0
228	925.0
4158	1400.0
4159	750.0
229	1150.0
4172	1696.0
4173	2521.0
4174	1226.0
4175	312.0
4176	330.0
4177	1135.0
4178	2624.0
4179	791.0
4170	745.0
4171	2702.0
230	2244.0
231	227.0
232	1759.0
233	378.0
234	420.0
235	157.0
236	866.0
237	1268.0
238	738.0
4169	1451.0
239	2923.0
4183	156.0
4184	380.0
4185	161.0
4186	1508.0
4187	606.0
4188	1057.0
1909	574.0
4189	909.0
1908	474.0
4180	1041.0
240	238.0
4181	1214.0
241	750.0
4182	536.0
242	2734.0
243	625.0
244	2891.0
245	671.0
246	1084.0
247	879.0
248	1858.0
249	1686.0
1907	3141.0
1906	1688.0
1905	517.0
1904	719.0
1903	446.0
1902	1069.0
1901	449.0
1900	875.0
4194	2028.0
4195	238.0
4196	1576.0
4197	1303.0
4198	1321.0
4199	432.0
1919	942.0
4190	2235.0
250	230.0
4191	2317.0
251	570.0
4192	370.0
4193	2218.0
252	1156.0
1910	186.0
253	713.0
254	1678.0
255	532.0
256	636.0
257	425.0
258	1178.0
259	1896.0
1918	1049.0
1917	383.0
1916	1207.0
1915	1519.0
1914	2717.0
1913	1484.0
1912	2003.0
1911	417.0
260	2143.0
261	1080.0
262	1347.0
263	788.0
1921	563.0
264	1972.0
1920	1482.0
265	415.0
266	890.0
267	1155.0
268	1393.0
269	1027.0
1929	426.0
1928	626.0
1927	2396.0
1926	681.0
1925	2505.0
1924	414.0
1923	2549.0
1922	742.0
270	718.0
271	837.0
272	1784.0
273	2285.0
274	1849.0
1932	881.0
275	491.0
276	1178.0
1931	596.0
277	753.0
1930	1013.0
278	831.0
279	1082.0
1939	1322.0
1938	1219.0
1937	570.0
1936	863.0
1935	2771.0
1934	514.0
1933	689.0
280	404.0
281	1266.0
282	540.0
283	1449.0
284	2244.0
285	555.0
286	932.0
1943	1276.0
287	1053.0
1942	1646.0
288	60.0
1941	1501.0
289	1181.0
1940	1023.0
1949	963.0
1948	753.0
1947	681.0
1946	2546.0
1945	330.0
1944	1042.0
290	453.0
291	2758.0
292	836.0
